id	file_name	title	title_playlist	playlist	composer	year	year_truncated	tonality	tune_key	tune_mode	structure	num_bars	time_signature	cycle_fifths_order	style	musicbrainz_id	wikidata_id	wikidata_allmusic	wiki_link	wikidata_description	lyricist
1374	dataset/trad/Japanese Sandman 1.xml	Japanese Sandman	Japanese Sandman [trad]	trad	Richard A. Whiting	1920.0	1920.0	F major	F	major	ABCD	32.0	4/4	-1.0	Medium Swing	a27f97dd-2c44-4363-b68a-7d5abdd8ede8	Q3437008		https://en.wikipedia.org/wiki/The_Japanese_Sandman	song composed by Richard A. Whiting	Raymond B. Egan
1375	dataset/trad/Jumpin' At The Woodside.xml	Jumpin' At The Woodside	Jumpin' At The Woodside [trad]	trad	Count Basie	1938.0	1938.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Medium Swing	eabb264e-5d86-4f62-9fc7-260523f07f36	Q1713218		https://en.wikipedia.org/wiki/Jumpin%27_at_the_Woodside	Jazz standard first recorded by the Count Basie Orchestra	
1376	dataset/trad/Just A Closer Walk With Thee 1.xml	Just A Closer Walk With Thee	Just A Closer Walk With Thee [trad]	trad	Van Morrison	1944.0	1944.0	C major	C	major	A	16.0	4/4	0.0	Medium Swing	09d3cf74-c448-4b7d-87f7-af9b269887fa					Van Morrison, [traditional
1376	dataset/trad/Just A Closer Walk With Thee 1.xml	Just A Closer Walk With Thee	Just A Closer Walk With Thee [trad]	trad	[traditional]	1944.0	1944.0	C major	C	major	A	16.0	4/4	0.0	Medium Swing	09d3cf74-c448-4b7d-87f7-af9b269887fa					Van Morrison, [traditional
1377	dataset/trad/Kiss To Build A Dream On (Dixieland Tunes), A.xml	Kiss To Build A Dream On , A	Kiss To Build A Dream On , A [trad]	trad	Harry Ruby	1951.0	1951.0	C major	C	major	AABA	32.0	4/4	0.0	Medium Swing	7f8d6a17-e13b-328a-8e30-0a9dc00e7e4b	Q4657597	mc0002490251	https://en.wikipedia.org/wiki/A_Kiss_to_Build_a_Dream_On	"song composed by Harry Ruby, lyrics by Bert Kalmar and Oscar Hammerstein II; from the 1951 movie ""The Strip"""	Bert Kalmar, Oscar Hammerstein II
1378	dataset/trad/Ladies Of Calcutta, The.xml	Ladies Of Calcutta, The	Ladies Of Calcutta, The [trad]	trad	Heino Gaze	1958.0	1958.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing	532c6ea5-0909-4256-82ec-8dea5adad9d5	Q5018920		https://en.wikipedia.org/wiki/Calcutta_(song)	single by Lawrence Welk	Hans Bradtke
1379	dataset/trad/Learnin' The Blues.xml	Learnin' The Blues	Learnin' The Blues [trad]	trad	Dolores Vicki Silvers	1955.0	1955.0	Bb major	Bb	major	ABCAB	40.0	4/4	-2.0	Medium Swing	5dda8ab9-0f60-4c4f-a81f-485974933c9a	Q6510088		https://en.wikipedia.org/wiki/Learnin%27_the_Blues	original song written and composed by Dolores Vicki Silvers	Dolores Vicki Silvers
1380	dataset/trad/Louisiana Fairytale.xml	Louisiana Fairytale	Louisiana Fairytale [trad]	trad	Mitchell Parish, Haven Gillespie, Fred Coots	1935.0	1935.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Medium Swing						
1381	dataset/trad/Louisiana.xml	Louisiana	Louisiana [trad]	trad	Andy Razaf	1928.0	1928.0	Ab major	Ab	major	verseAB	48.0	4/4	-4.0	Medium Swing	52f608ed-0d4b-40ef-b2af-4d0dd5d50d56					
1381	dataset/trad/Louisiana.xml	Louisiana	Louisiana [trad]	trad	Bob Schafer	1928.0	1928.0	Ab major	Ab	major	verseAB	48.0	4/4	-4.0	Medium Swing	52f608ed-0d4b-40ef-b2af-4d0dd5d50d56					
1381	dataset/trad/Louisiana.xml	Louisiana	Louisiana [trad]	trad	J.C. Johnson	1928.0	1928.0	Ab major	Ab	major	verseAB	48.0	4/4	-4.0	Medium Swing	52f608ed-0d4b-40ef-b2af-4d0dd5d50d56					
1382	dataset/trad/Love Is The Sweetest Thing.xml	Love Is The Sweetest Thing	Love Is The Sweetest Thing [trad]	trad	Ray Noble	1932.0	1932.0	C major	C	major	verseAABA	42.0	4/4	0.0	Medium Swing	27048b7c-f06c-331b-bc7c-6be4a7a602c6					Ray Noble
1383	dataset/trad/Love Letters In The Sand.xml	Love Letters In The Sand	Love Letters In The Sand [trad]	trad	Charles Kenny	1931.0	1931.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing	439644af-e54b-30ca-80e1-f0376378700e	Q3434475		https://en.wikipedia.org/wiki/Love_Letters_in_the_Sand	song composed by John Frederick Coots with lyrics by Nick Kenny	Charles Kenny, Nick Kenny
1383	dataset/trad/Love Letters In The Sand.xml	Love Letters In The Sand	Love Letters In The Sand [trad]	trad	J. Fred Coots	1931.0	1931.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing	439644af-e54b-30ca-80e1-f0376378700e	Q3434475		https://en.wikipedia.org/wiki/Love_Letters_in_the_Sand	song composed by John Frederick Coots with lyrics by Nick Kenny	Charles Kenny, Nick Kenny
1383	dataset/trad/Love Letters In The Sand.xml	Love Letters In The Sand	Love Letters In The Sand [trad]	trad	Nick Kenny	1931.0	1931.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing	439644af-e54b-30ca-80e1-f0376378700e	Q3434475		https://en.wikipedia.org/wiki/Love_Letters_in_the_Sand	song composed by John Frederick Coots with lyrics by Nick Kenny	Charles Kenny, Nick Kenny
1384	dataset/trad/Love Song Of The Nile.xml	Love Song Of The Nile	Love Song Of The Nile [trad]	trad	Victor Herbert	1933.0	1933.0	C major	C	major	AA	32.0	4/4	0.0	Medium Swing	a119ecf8-67e7-3633-a619-eefd80d74d5d	Q7775393		https://en.wikipedia.org/wiki/The_Wizard_of_the_Nile	opera by Victor Herbert	
1385	dataset/trad/Magic Is The Moonlight.xml	Magic Is The Moonlight	Magic Is The Moonlight [trad]	trad	María Grever	1941.0	1941.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing	9edb53c2-067b-4a06-b6c4-8d058feec1ad					
1386	dataset/trad/Magnolia's Wedding Day.xml	Magnolia's Wedding Day	Magnolia's Wedding Day [trad]	trad	Jimmy McHugh, Dorothy Fields			Eb major	Eb	major	AABA	32.0	4/4	-3.0	Medium Swing						
1387	dataset/trad/Makin' Whoopee.xml	Makin' Whoopee	Makin' Whoopee [trad]	trad	Walter Donaldson	1928.0	1928.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing	690d3df3-c43c-3242-a5ad-9f20e2e804a8	Q1332107	mc0002395540	https://en.wikipedia.org/wiki/Makin%27_Whoopee	"original show tune composed by Walter Donaldson, lyrics by Gus Kahn; from the 1928 musical ""Whoopee!"""	Gus Kahn
1388	dataset/trad/Mame.xml	Mame	Mame [trad]	trad	Jerry Herman	1966.0	1966.0	C major	C	major	ABAC	36.0	4/4	0.0	Medium Swing	7bcd91db-1b7f-312e-a078-6b4a124dbec9					Jerry Herman
1389	dataset/trad/Mandy, Make Up Your Mind.xml	Mandy, Make Up Your Mind	Mandy, Make Up Your Mind [trad]	trad	Arthur Johnston	1924.0	1924.0	F major	F	major	AB	32.0	4/4	-1.0	Medium Swing	9be18a08-e04a-46e4-8cef-41f6e2378e32					Grant Clarke, Roy Turk
1389	dataset/trad/Mandy, Make Up Your Mind.xml	Mandy, Make Up Your Mind	Mandy, Make Up Your Mind [trad]	trad	George W. Meyer	1924.0	1924.0	F major	F	major	AB	32.0	4/4	-1.0	Medium Swing	9be18a08-e04a-46e4-8cef-41f6e2378e32					Grant Clarke, Roy Turk
1390	dataset/trad/Marie (Dixieland Tunes).xml	Marie	Marie [trad]	trad	Irving Berlin	1929.0	1929.0	F major	F	major	AA	32.0	4/4	-1.0	Medium Swing	4fa84622-0695-3a03-8952-5af9d311a9ae					Irving Berlin
1391	dataset/trad/Me And My Shadow.xml	Me And My Shadow	Me And My Shadow [trad]	trad	Al Jolson	1927.0	1927.0	Eb major	Eb	major	AB	32.0	4/4	-3.0	Medium Swing	82d12416-fde8-3757-9ffb-0b7118617945	Q6803063	mc0002474537	https://en.wikipedia.org/wiki/Me_and_My_Shadow	1927 popular song written by Al Jolson, Billy Rose, and Dave Dreyer	Billy Rose
1391	dataset/trad/Me And My Shadow.xml	Me And My Shadow	Me And My Shadow [trad]	trad	Dave Dreyer	1927.0	1927.0	Eb major	Eb	major	AB	32.0	4/4	-3.0	Medium Swing	82d12416-fde8-3757-9ffb-0b7118617945	Q6803063	mc0002474537	https://en.wikipedia.org/wiki/Me_and_My_Shadow	1927 popular song written by Al Jolson, Billy Rose, and Dave Dreyer	Billy Rose
1392	dataset/trad/Memories.xml	Memories	Memories [trad]	trad	Egbert Van Alstyne	1935.0	1935.0	F major	F	major	ABAC	32.0	4/4	-1.0	Medium Ballad	785e59a5-88a1-4019-97d2-f998cc81dd3a	Q6815600		https://en.wikipedia.org/wiki/Memories_(1915_song)	pop standard from Egbert Van Alstyne and Gus Kahn	Gus Kahn
1393	dataset/trad/Memphis Blues.xml	Memphis Blues	Memphis Blues [trad]	trad	William Christopher Handy	1912.0	1912.0	Bb major	Bb	major	A	20.0	4/4	-2.0	Medium Blues	eac60a66-46f4-3e9b-94f8-ae4488a51850	Q5398513		https://en.wikipedia.org/wiki/The_Memphis_Blues	song composed by W.C. Handy	George A. Norton
1394	dataset/trad/Michigan Water Blues.xml	Michigan Water Blues	Michigan Water Blues [trad]	trad	Clarence Williams	1923.0	1923.0	Eb major	Eb	major	A	12.0	4/4	-3.0	Medium Swing	d046aff9-7827-4c4b-b84c-d2fbeb90abbd					
1395	dataset/trad/Midnight In Moscow.xml	Midnight In Moscow	Midnight In Moscow [trad]	trad	Vassili Soloviev, M Matusovosky	1961.0	1961.0	D minor	D	minor	ABB	24.0	4/4	-1.0	Medium Swing						
1396	dataset/trad/Minnie The Moocher.xml	Minnie The Moocher	Minnie The Moocher [trad]	trad	Cab Calloway	1931.0	1931.0	E minor	E	minor	AB	16.0	4/4	1.0	Medium Swing	25aab0f6-4b05-36e2-9b17-72a2c9c1397f	Q1937463	mc0000715239	https://en.wikipedia.org/wiki/Minnie_the_Moocher	"song written and composed by Cab Calloway, Clarence Gaskill and Irving Mills; based on the song ""Willie the Weeper"""	Cab Calloway, Irving Mills
1396	dataset/trad/Minnie The Moocher.xml	Minnie The Moocher	Minnie The Moocher [trad]	trad	Irving Mills	1931.0	1931.0	E minor	E	minor	AB	16.0	4/4	1.0	Medium Swing	25aab0f6-4b05-36e2-9b17-72a2c9c1397f	Q1937463	mc0000715239	https://en.wikipedia.org/wiki/Minnie_the_Moocher	"song written and composed by Cab Calloway, Clarence Gaskill and Irving Mills; based on the song ""Willie the Weeper"""	Cab Calloway, Irving Mills
1397	dataset/trad/Miss Otis Regrets.xml	Miss Otis Regrets	Miss Otis Regrets [trad]	trad	Cole Porter	1934.0	1934.0	Eb major	Eb	major	A	16.0	4/4	-3.0	Medium Swing	d57aaad7-41f2-3bb1-8022-6428173230cb	Q6877232		https://en.wikipedia.org/wiki/Miss_Otis_Regrets	1934 song performed by Nat King Cole	Cole Porter
1398	dataset/trad/Mister Sandman.xml	Mister Sandman	Mister Sandman [trad]	trad	Pat Ballard	1954.0	1954.0	Bb major	Bb	major	introAB	40.0	4/4	-2.0	Medium Swing	0761f0d5-eb97-387f-ac31-f0319d80435d	Q931296		https://en.wikipedia.org/wiki/Mr._Sandman	popular song written by Pat Ballard which was published in 1954 and first recorded in May of that year by Vaughn Monroe & His Orchestra and later that same year by The Chordettes and The Four Aces	Pat Ballard
1399	dataset/trad/Moten Swing (Dixieland Tunes).xml	Moten Swing	Moten Swing [trad]	trad	Bennie Moten	1932.0	1932.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing	8933f057-99f8-4aa9-9f2d-3872ac54a37e					
1399	dataset/trad/Moten Swing (Dixieland Tunes).xml	Moten Swing	Moten Swing [trad]	trad	"Ira E. ""Buster"" Moten"	1932.0	1932.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing	8933f057-99f8-4aa9-9f2d-3872ac54a37e					
1400	dataset/trad/Music, Maestro, Please.xml	Music, Maestro, Please	Music, Maestro, Please [trad]	trad	Allie Wrubel	1938.0	1938.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Swing	51127de4-5593-42fe-bdb4-af6ea3fbe707					Herb Magidson
1401	dataset/trad/Muskrat Ramble.xml	Muskrat Ramble	Muskrat Ramble [trad]	trad	Kid Ory	1926.0	1926.0	Bb major	Bb	major	A	16.0	4/4	-2.0	Medium Swing	fedc703b-42ff-4908-b2ca-b930c2fb73b6					
1402	dataset/trad/My Blue Heaven (Dixieland Tunes).xml	My Blue Heaven	My Blue Heaven [trad]	trad	Walter Donaldson	1927.0	1927.0	Eb major	Eb	major	AABA	32.0	4/4	-3.0	Medium Swing	b9bf6339-7dac-3c15-a7e3-2fc9fcd9326d	Q1551009	mc0002361591	https://en.wikipedia.org/wiki/My_Blue_Heaven_(song)	original song composed by Walter Donaldson, lyrics by George A. Whiting	George A. Whiting
1403	dataset/trad/My Gal Sal.xml	My Gal Sal	My Gal Sal [trad]	trad	Paul Dresser	1905.0	1905.0	Bb major	Bb	major	ABCD	32.0	4/4	-2.0	Medium Swing	053021da-4388-4379-bb13-12a05b154bf8					Paul Dresser
1404	dataset/trad/My Honey's Loving Arms.xml	My Honey's Loving Arms	My Honey's Loving Arms [trad]	trad	Harry Ruby	1922.0	1922.0	F major	F	major	ABAC	32.0	4/4	-1.0	Medium Swing	94918177-e433-35cf-8c37-eb8671d9399b					
1404	dataset/trad/My Honey's Loving Arms.xml	My Honey's Loving Arms	My Honey's Loving Arms [trad]	trad	Joseph Meyer	1922.0	1922.0	F major	F	major	ABAC	32.0	4/4	-1.0	Medium Swing	94918177-e433-35cf-8c37-eb8671d9399b					
1405	dataset/trad/My Little Girl.xml	My Little Girl	My Little Girl [trad]	trad	Tilzer, Lewis, Dillon	1915.0	1915.0	Bb major	Bb	major	AB	32.0	4/4	-2.0	Medium Swing						
1406	dataset/trad/My Melancholy Baby (Dixieland Tunes).xml	My Melancholy Baby	My Melancholy Baby [trad]	trad	Ernie Burnett	1912.0	1912.0	Eb major	Eb	major	ABAC	32.0	4/4	-3.0	Medium Swing	3ec57f9d-feae-302f-b2e7-58b79df12d39	Q4347912	mc0002468376	https://en.wikipedia.org/wiki/My_Melancholy_Baby	song composed by Ernie Burnett, lyrics by George A. Norton	George A. Norton
1407	dataset/trad/My Monday Date.xml	My Monday Date	My Monday Date [trad]	trad	Earl Hines	1928.0	1928.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Medium Swing	31c7d345-d4e0-4a10-be26-dcf7035559cc					
1408	dataset/trad/Nevertheless (I'm In Love With You).xml	Nevertheless (I'm In Love With You)	Nevertheless (I'm In Love With You) [trad]	trad	Harry Ruby	1931.0	1931.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Medium Swing	2fe1183f-3697-3ad4-b789-50f5840b2ebc	Q7004467	mc0002646120	https://en.wikipedia.org/wiki/Nevertheless_I%27m_in_Love_with_You	original song written and composed by Kalmar and Ruby	Bert Kalmar
1409	dataset/trad/New Orleans.xml	New Orleans	New Orleans [trad]	trad	Hoagy Carmichael	1932.0	1932.0	Bb major	Bb	major	A	16.0	4/4	-2.0	Ballad	aef6686f-b1d3-4d89-8fc2-81c8280819aa					
1410	dataset/trad/Nobody's Sweetheart Now.xml	Nobody's Sweetheart Now	Nobody's Sweetheart Now [trad]	trad	Billy Meyers	1924.0	1924.0	F major	F	major	ABACD	40.0	4/4	-1.0	Medium Up Swing	020d5b5d-e3bd-43f7-a703-2aea9285ad96					Ernie Erdman, Gus Kahn
1410	dataset/trad/Nobody's Sweetheart Now.xml	Nobody's Sweetheart Now	Nobody's Sweetheart Now [trad]	trad	Elmer Schoebel	1924.0	1924.0	F major	F	major	ABACD	40.0	4/4	-1.0	Medium Up Swing	020d5b5d-e3bd-43f7-a703-2aea9285ad96					Ernie Erdman, Gus Kahn
1411	dataset/trad/Object Of My Affection, The.xml	Object Of My Affection, The	Object Of My Affection, The [trad]	trad	Coy Poe	1934.0	1934.0	Ab major	Ab	major	AABA	32.0	4/4	-4.0	Medium Swing	ab4c13b8-36d4-42fa-9aba-05ddf5f43495					
1411	dataset/trad/Object Of My Affection, The.xml	Object Of My Affection, The	Object Of My Affection, The [trad]	trad	Jimmie Grier	1934.0	1934.0	Ab major	Ab	major	AABA	32.0	4/4	-4.0	Medium Swing	ab4c13b8-36d4-42fa-9aba-05ddf5f43495					
1411	dataset/trad/Object Of My Affection, The.xml	Object Of My Affection, The	Object Of My Affection, The [trad]	trad	Pinky Tomlin	1934.0	1934.0	Ab major	Ab	major	AABA	32.0	4/4	-4.0	Medium Swing	ab4c13b8-36d4-42fa-9aba-05ddf5f43495					
1412	dataset/trad/Oh! Lady Be Good.xml	Oh! Lady Be Good	Oh! Lady Be Good [trad]	trad	George Gershwin	1924.0	1924.0	F major	F	major	AABA	32.0	4/4	-1.0	Medium Up Swing	f8987074-fb0d-32e9-b68e-50931959f2bf	Q1131715	mc0002437292	https://en.wikipedia.org/wiki/Oh,_Lady_Be_Good!	"original show tune by George & Ira Gershwin; from the 1924 musical ""Lady, Be Good!"""	Ira Gershwin
1413	dataset/trad/Ol' Miss (Rag).xml	Ol' Miss (Rag)	Ol' Miss (Rag) [trad]	trad	William Christopher Handy	1916.0	1916.0	F major	F	major	AB	36.0	4/4	-1.0	Medium Swing						
1414	dataset/trad/Old Fashioned Love.xml	Old Fashioned Love	Old Fashioned Love [trad]	trad	Cecil Mack	1923.0	1923.0	F major	F	major	ABAC	32.0	4/4	-1.0	Medium Swing	94a29578-3d31-48d1-8dd9-aacc22853c8c					
1414	dataset/trad/Old Fashioned Love.xml	Old Fashioned Love	Old Fashioned Love [trad]	trad	James P. Johnson	1923.0	1923.0	F major	F	major	ABAC	32.0	4/4	-1.0	Medium Swing	94a29578-3d31-48d1-8dd9-aacc22853c8c					
1415	dataset/trad/Old Grey Mare, The.xml	Old Grey Mare, The	Old Grey Mare, The [trad]	trad	Carson J Robinson , J Warner	1942.0	1942.0	Eb major	Eb	major	AABA	32.0	4/4	-3.0	Medium Swing						
1416	dataset/trad/Old Spinning Wheel.xml	Old Spinning Wheel	Old Spinning Wheel [trad]	trad	Billy Hill	1933.0	1933.0	Bb major	Bb	major	AABA	32.0	4/4	-2.0	Medium Swing	49f736d3-5a14-3bc3-bcf0-264638dc467a					
