id	file_name	title	title_playlist	tune_mode	year	tune_id	section_name	section_id	chords
995	dataset/jazz1350/Don't Misunderstand.xml	Don't Misunderstand	Don't Misunderstand [jazz1350]	major		300	A	1	C B7sus4 B7 Bb A7sus4 A7 D7 G7 Em A7 D7 G7
996	dataset/jazz1350/Don't Misunderstand.xml	Don't Misunderstand	Don't Misunderstand [jazz1350]	major		300	A	2	C B7sus4 B7 Bb A7sus4 A7 D7 G7 C F7 C Em7b5 A7
997	dataset/jazz1350/Don't Misunderstand.xml	Don't Misunderstand	Don't Misunderstand [jazz1350]	major		300	B	3	Dm Bm7b5 E7 Am Am F#m7b5 F7 Em Ebdim Dm G7
998	dataset/jazz1350/Don't Misunderstand.xml	Don't Misunderstand	Don't Misunderstand [jazz1350]	major		300	A	4	C B7sus4 B7 Bb A7sus4 A7 D7 G7 C Dm G7
999	dataset/jazz1350/Don't Take Your Love From Me.xml	Don't Take Your Love From Me	Don't Take Your Love From Me [jazz1350]	major		301	A	1	C Dm Em Ebdim G7 G7 Dm G7 Dm G7 C C
1000	dataset/jazz1350/Don't Take Your Love From Me.xml	Don't Take Your Love From Me	Don't Take Your Love From Me [jazz1350]	major		301	B	2	C Ebdim Dm A7 Dm Dm A7 Ab7 G7 Em Ebm Dm G7
1001	dataset/jazz1350/Don't Take Your Love From Me.xml	Don't Take Your Love From Me	Don't Take Your Love From Me [jazz1350]	major		301	A	3	C Dm Em Ebdim G7 G7 Dm G7 Dm G7 C Dm Ebdim C C7
1002	dataset/jazz1350/Don't Take Your Love From Me.xml	Don't Take Your Love From Me	Don't Take Your Love From Me [jazz1350]	major		301	C	4	F Bb7 C Em7b5 A7 Dm G7 C Dm G7
1003	dataset/jazz1350/Don't Worry 'Bout Me.xml	Don't Worry 'Bout Me	Don't Worry 'Bout Me [jazz1350]	major		302	A	1	Dm G7 C C Dm G7 C Em Ebdim Dm Fm Bb7 Bb7 Bm7b5 E7 Am D7 Dm G7
1004	dataset/jazz1350/Don't Worry 'Bout Me.xml	Don't Worry 'Bout Me	Don't Worry 'Bout Me [jazz1350]	major		302	B	2	Dm G7 C C C Gm C7 F F F Bb7 Em A7 Dm G7 C Em A7
1005	dataset/jazz1350/Donna Lee.xml	Donna Lee	Donna Lee [jazz1350]	major		303	A	1	C A7 D7 D7 Dm G7 C Gm C7 F Bb7 C A7 D7 D7 Dm G7
1006	dataset/jazz1350/Donna Lee.xml	Donna Lee	Donna Lee [jazz1350]	major		303	B	2	C A7 D7 D7 Bm7b5 E7 Am E7 Am E7 Am Ebdim Em A7 Dm G7 C Dm G7
1007	dataset/jazz1350/Down By The Riverside.xml	Down By The Riverside	Down By The Riverside [jazz1350]	major		304	A	1	C C C C Dm G7 C C C C C C Dm G7 C C
1008	dataset/jazz1350/Down By The Riverside.xml	Down By The Riverside	Down By The Riverside [jazz1350]	major		304	B	2	F F C C G7 G7 C C7 F F C C Dm G7 C C
1009	dataset/jazz1350/Down For Double.xml	Down For Double	Down For Double [jazz1350]	major		305	A	1	C A7 D7 G7 C A7 D7 G7 C A7 D7 G7 C Am Dm G7
1010	dataset/jazz1350/Down For Double.xml	Down For Double	Down For Double [jazz1350]	major		305	A	2	C A7 D7 G7 C A7 D7 G7 C A7 D7 G7 C Dm Ebdim C
1011	dataset/jazz1350/Down For Double.xml	Down For Double	Down For Double [jazz1350]	major		305	B	3	C7 C7 F7 F7 D7 D7 G7 G7
1012	dataset/jazz1350/Down For Double.xml	Down For Double	Down For Double [jazz1350]	major		305	A	4	C A7 D7 G7 C A7 D7 G7 C A7 D7 G7 C C
1013	dataset/jazz1350/Down In The Depths.xml	Down In The Depths	Down In The Depths [jazz1350]	major		306	A	1	C G7sus4 C G7sus4 Em Am Dm Bb7 Dm G7sus4 Dm7b5 Dm7b5 G7 G7 C Dm7b5
1014	dataset/jazz1350/Down In The Depths.xml	Down In The Depths	Down In The Depths [jazz1350]	major		306	A	2	C G7sus4 C G7sus4 Em Am Dm Bb7 Dm G7sus4 Dm7b5 Dm7b5 G7 G7 C Dm Ebdim C
1015	dataset/jazz1350/Down In The Depths.xml	Down In The Depths	Down In The Depths [jazz1350]	major		306	B	3	Gm C7sus4 C7 Gm C7sus4 C7 Em7b5 Eb7 Dm Edim F#m B7 E7 Em A7 Am D7 Dm7b5 Ab7 G7 C Bb7 Em7b5 Bb7 A7 Dm G7sus4 C G7sus4
1016	dataset/jazz1350/Doxy.xml	Doxy	Doxy [jazz1350]	major		307	A	1	C7 B7 Bb7 A7 D7 G7 C7 C7 B7 Bb7 A7 D7 G7 C7 C7 F7 F#dim C7 B7 Bb7 A7 D7 G7 C7 G7
1017	dataset/jazz1350/Dream A Little Dream Of Me.xml	Dream A Little Dream Of Me	Dream A Little Dream Of Me [jazz1350]	major		308	A	1	C B7 Adim G7 C B7 A7 A7 F F Fm Fm C Ab7 G7 G7
1018	dataset/jazz1350/Dream A Little Dream Of Me.xml	Dream A Little Dream Of Me	Dream A Little Dream Of Me [jazz1350]	major		308	A	2	C B7 Adim G7 C B7 A7 A7 F F Fm Fm C Ab7 G7 C C Eb7
1019	dataset/jazz1350/Dream A Little Dream Of Me.xml	Dream A Little Dream Of Me	Dream A Little Dream Of Me [jazz1350]	major		308	B	3	Ab Fm Bbm Eb7 Ab Ab Ab7 G7
1020	dataset/jazz1350/Dream A Little Dream Of Me.xml	Dream A Little Dream Of Me	Dream A Little Dream Of Me [jazz1350]	major		308	A	4	C B7 Adim G7 C B7 A7 A7 F F Fm Fm C Ab7 G7 C C
1021	dataset/jazz1350/Dream Dancing.xml	Dream Dancing	Dream Dancing [jazz1350]	major		309	A	1	E7 E7 A Eb7 Dm G7 C C7 F Fm Em A7 Ebm Ab7 Dm G7 C C
1022	dataset/jazz1350/Dream Dancing.xml	Dream Dancing	Dream Dancing [jazz1350]	major		309	A	2	E7 E7 A Eb7 Dm G7 C C7 F Fm Em A7 Ebm Ab7 Dm G7 C C
1023	dataset/jazz1350/Dream Dancing.xml	Dream Dancing	Dream Dancing [jazz1350]	major		309	B	3	F Bb7 C C Em7b5 A7 D7 Ebm Ab7 Dm G7
1024	dataset/jazz1350/Dream Dancing.xml	Dream Dancing	Dream Dancing [jazz1350]	major		309	C	4	C C Am Fm C B7 Bb7 Em A7 Ebm Ab7 Dm G7 Ebm Ab7 Dm G7 Ebm Ab7 Dm G7sus4 C C
1025	dataset/jazz1350/Dream.xml	Dream	Dream [jazz1350]	major		310	A	1	C C F#m B7 C C A7 A7
1026	dataset/jazz1350/Dream.xml	Dream	Dream [jazz1350]	major		310	B	2	F Bb7 C C D7 D7 Dm G7
1027	dataset/jazz1350/Dream.xml	Dream	Dream [jazz1350]	major		310	A	3	C C F#m B7 C C A7 A7
1028	dataset/jazz1350/Dream.xml	Dream	Dream [jazz1350]	major		310	B	4	F Bb7 C A7 Dm G7 C Dm G7
1029	dataset/jazz1350/Dreamsville.xml	Dreamsville	Dreamsville [jazz1350]	major		311	A	1	C Gm C Gm F#7 Cm F7 Dm Ebm Em A7 Dm G7
1030	dataset/jazz1350/Dreamsville.xml	Dreamsville	Dreamsville [jazz1350]	major		311	A	2	C Gm C Gm F#7 Cm F7 Dm Ebm Dm C#7 C
1031	dataset/jazz1350/Dreamsville.xml	Dreamsville	Dreamsville [jazz1350]	major		311	B	3	F#m7b5 B7 Em A7 F#m Cm F7 Abm7b5 C#7 F#m7b5 B7 Em7b5 A7 Dm G7
1032	dataset/jazz1350/Dreamsville.xml	Dreamsville	Dreamsville [jazz1350]	major		311	A	4	C Gm C Gm F#7 Cm F7 Dm Ebm Dm C#7 C
1033	dataset/jazz1350/Driftin'.xml	Driftin'	Driftin' [jazz1350]	major		312	A	1	C7 E7 F7 E7 Am Gm F#m7b5 F7 Em A7 Dm G7
1034	dataset/jazz1350/Driftin'.xml	Driftin'	Driftin' [jazz1350]	major		312	A	2	C7 E7 F7 E7 Am Gm F#m7b5 F7 Em A7 Dm G7 C F#7
1035	dataset/jazz1350/Driftin'.xml	Driftin'	Driftin' [jazz1350]	major		312	B	3	F7 F7 C7 C7 Am Am Am D7 Dm G7
1036	dataset/jazz1350/Driftin'.xml	Driftin'	Driftin' [jazz1350]	major		312	A	4	C7 E7 F7 E7 Am Gm F#m7b5 F7 Em A7 Dm G7 C G7 C A7 Dm G7 C7 A7
1037	dataset/jazz1350/Duke, The.xml	Duke, The	Duke, The [jazz1350]	major		313	A	1	C F Em Am B7 Em Am Dm Fm Bb7 Eb C# Cm Bm Bbm Eb7 Ab D7 C#7 C
1038	dataset/jazz1350/Duke, The.xml	Duke, The	Duke, The [jazz1350]	major		313	A	2	C F Em Am B7 Em Am Dm Fm Bb7 Eb C# Cm Bm Bbm Eb7 Ab D7 C#7 C
1039	dataset/jazz1350/Duke, The.xml	Duke, The	Duke, The [jazz1350]	major		313	B	3	F E7 D7 C Bbm Ab G7 Fm Dm7b5 G7 Cm Cm7b5 F7 Bbm Ab Bbm Ab Gm7b5 Fm Ebsus4 C#7
1040	dataset/jazz1350/Duke, The.xml	Duke, The	Duke, The [jazz1350]	major		313	A	4	C F Em Am B7 Em Am Dm Fm Bb7 Eb C# Cm Bm Bbm Eb7 Ab D7 C#7 C
1041	dataset/jazz1350/E.S.P..xml	E.S.P.	E.S.P. [jazz1350]	major		314	A	1	B7 B7 C C B7 B7 Bb Bb A7 Bb7 B7 C Bb Am D7 Dm C#7
1042	dataset/jazz1350/E.S.P..xml	E.S.P.	E.S.P. [jazz1350]	major		314	A	2	B7 B7 C C B7 B7 Bb Bb A7 Bb7 B7 C Bb Ab7 Dm Abm C#7 C
1043	dataset/jazz1350/Early Autumn.xml	Early Autumn	Early Autumn [jazz1350]	major		315	A	1	C B7 Bb A7 Ab G7 C A7 Dm G7
1044	dataset/jazz1350/Early Autumn.xml	Early Autumn	Early Autumn [jazz1350]	major		315	A	2	C B7 Bb A7 Ab G7 C C
1045	dataset/jazz1350/Early Autumn.xml	Early Autumn	Early Autumn [jazz1350]	major		315	B	3	Dm G7 C Ebdim Dm G7 C Cm F7 Bb Eb7 D C#7 C7 B7 Bb7 A Ab7 G7
1046	dataset/jazz1350/Early Autumn.xml	Early Autumn	Early Autumn [jazz1350]	major		315	A	4	C B7 Bb A7 Ab G7 C Am Dm G7
1047	dataset/jazz1350/East Of The Sun.xml	East Of The Sun	East Of The Sun [jazz1350]	major		316	A	1	C C Em A7 Dm Dm Fm Bb7
1048	dataset/jazz1350/East Of The Sun.xml	East Of The Sun	East Of The Sun [jazz1350]	major		316	B	2	Dm G7 Bm7b5 E7 Am Am D7 Dm G7
1049	dataset/jazz1350/East Of The Sun.xml	East Of The Sun	East Of The Sun [jazz1350]	major		316	A	3	C C Em A7 Dm Dm Fm Bb7
1050	dataset/jazz1350/East Of The Sun.xml	East Of The Sun	East Of The Sun [jazz1350]	major		316	C	4	Dm Dm Bm7b5 E7 Am D7 Dm Bb7 Em Ebm Ab7 Dm G7 C C
1051	dataset/jazz1350/Easy Living.xml	Easy Living	Easy Living [jazz1350]	major		317	A	1	C C#dim Dm Ebdim C Gm C7 F Bb7 C Am Dm G7 Em A7 Dm G7
1052	dataset/jazz1350/Easy Living.xml	Easy Living	Easy Living [jazz1350]	major		317	A	2	C C#dim Dm Ebdim C Gm C7 F Bb7 C Am Dm G7 C F7 Bbm Eb7
1053	dataset/jazz1350/Easy Living.xml	Easy Living	Easy Living [jazz1350]	major		317	B	3	Ab Fm Bbm Eb7 Cm F7 Bbm Eb7 Ab Ab Fm Fm Dm7b5 G7
1054	dataset/jazz1350/Easy Living.xml	Easy Living	Easy Living [jazz1350]	major		317	A	4	C C#dim Dm Ebdim C Gm C7 F Bb7 C Am Dm G7 C Am Dm G7
1055	dataset/jazz1350/Easy Street.xml	Easy Street	Easy Street [jazz1350]	major		318	A	1	C A7 Dm E7 Am Gm C7 Fm G7 Em A7 Dm G7 C Am Dm G7
1056	dataset/jazz1350/Easy Street.xml	Easy Street	Easy Street [jazz1350]	major		318	A	2	C A7 Dm E7 Am Gm C7 Fm G7 Em A7 Dm G7 C Gm C7
1057	dataset/jazz1350/Easy Street.xml	Easy Street	Easy Street [jazz1350]	major		318	B	3	F Fm Bb7 C Gm C7 F Fm Bb7 C D7 Dm G7
1058	dataset/jazz1350/Easy Street.xml	Easy Street	Easy Street [jazz1350]	major		318	A	4	C A7 Dm E7 Am Gm C7 Fm G7 Em A7 Ab7 G7 C F7 C Dm G7
1059	dataset/jazz1350/Easy To Love.xml	Easy To Love	Easy To Love [jazz1350]	major		319	A	1	Dm Em7b5 A7 Dm G7 C F Em A7
1060	dataset/jazz1350/Easy To Love.xml	Easy To Love	Easy To Love [jazz1350]	major		319	B	2	Dm G7 C F Em A7 Dm G7 C F Em A7
1061	dataset/jazz1350/Easy To Love.xml	Easy To Love	Easy To Love [jazz1350]	major		319	A	3	Dm Em7b5 A7 Dm G7 C F Em A7
1062	dataset/jazz1350/Easy To Love.xml	Easy To Love	Easy To Love [jazz1350]	major		319	C	4	Dm Bb7 C Em Ebdim Dm G7 C Em A7
1063	dataset/jazz1350/Eclypso.xml	Eclypso	Eclypso [jazz1350]	major		320	A	1	Dm G7 Em Am Dm G7 C Em Dm G7 Em Am Dm G7 C A7
1064	dataset/jazz1350/Eclypso.xml	Eclypso	Eclypso [jazz1350]	major		320	A	2	Dm G7 Em Am Dm G7 C Em Dm G7 Em Am Dm G7 C
1065	dataset/jazz1350/Eclypso.xml	Eclypso	Eclypso [jazz1350]	major		320	B	3	Gm C7 F F Am D7 Dm G7 A7
1066	dataset/jazz1350/Eclypso.xml	Eclypso	Eclypso [jazz1350]	major		320	A	4	Dm G7 Em Am Dm G7 C Em Dm G7 Em Am Dm G7 C A7
1067	dataset/jazz1350/Eiderdown.xml	Eiderdown	Eiderdown [jazz1350]	minor		321	A	1	C#7 C#7 F#m F#m Dm Dm Am Am
1068	dataset/jazz1350/Eiderdown.xml	Eiderdown	Eiderdown [jazz1350]	minor		321	A	2	C#7 C#7 F#m F#m Dm Dm Am Am
1069	dataset/jazz1350/Eiderdown.xml	Eiderdown	Eiderdown [jazz1350]	minor		321	B	3	Am D7 Am D7 G G Gm C7 F F
1070	dataset/jazz1350/Eiderdown.xml	Eiderdown	Eiderdown [jazz1350]	minor		321	C	4	F#m7b5 Fm Em A7 Am D7 G Em Am D7
1071	dataset/jazz1350/Eiderdown.xml	Eiderdown	Eiderdown [jazz1350]	minor		321	A	5	C#7 C#7 F#m F#m Dm Dm Am Am
1072	dataset/jazz1350/Eighty One.xml	Eighty One	Eighty One [jazz1350]	major		322	A	1	C7sus4 F7sus4 C7sus4 C7sus4 F7sus4 F7sus4 C7sus4 C7sus4 G7sus4 F7sus4 C7sus4 C7sus4
1073	dataset/jazz1350/El Cajon.xml	El Cajon	El Cajon [jazz1350]	major		323	A	1	E7 Bb7 A7 D7sus4 D7 Dm Ab7 G7 G7 C7sus4 C7
1074	dataset/jazz1350/El Cajon.xml	El Cajon	El Cajon [jazz1350]	major		323	B	2	F E7 A7sus4 A7 D7sus4 D7 G7sus4 Gdim G7 F7
1075	dataset/jazz1350/El Cajon.xml	El Cajon	El Cajon [jazz1350]	major		323	A	3	E7 Bb7 A7 D7sus4 D7 Dm Ab7 G7 G7 C7sus4 C7
1076	dataset/jazz1350/El Cajon.xml	El Cajon	El Cajon [jazz1350]	major		323	C	4	F E7 A7sus4 A7 D7 Ab7 G7 C F7 C7 Bb7 A7 D7 Ab7 G7sus4 Bb7 B7 C7
1077	dataset/jazz1350/El Gaucho.xml	El Gaucho	El Gaucho [jazz1350]	major		324	A	1	C Bb Am F7 F#7 B7 Cm C# Cm C# Bb Bb Bb Gm Am D7 Gm Am Bm Bm Bm Bm Bm
1078	dataset/jazz1350/Elora.xml	Elora	Elora [jazz1350]	major		325	A	1	Dm G7 C F Em Eb7 Dm A7 Dm G7 C Em7b5 Eb7
1079	dataset/jazz1350/Elora.xml	Elora	Elora [jazz1350]	major		325	A	2	Dm G7 C F Em Eb7 Dm A7 Dm G7 C Gm C7
1080	dataset/jazz1350/Elora.xml	Elora	Elora [jazz1350]	major		325	B	3	F Fm C Bm7b5 E7 Am D7 Dm G7
1081	dataset/jazz1350/Elora.xml	Elora	Elora [jazz1350]	major		325	A	4	Dm G7 C F Em Eb7 Dm A7 Dm G7 C Em7b5 Eb7
1082	dataset/jazz1350/Embraceable You.xml	Embraceable You	Embraceable You [jazz1350]	major		326	A	1	C Ebdim Dm G7 Dm Fm C Bm7b5 E7
1083	dataset/jazz1350/Embraceable You.xml	Embraceable You	Embraceable You [jazz1350]	major		326	B	2	Am Am F#m7b5 B7 Em Am D7 G Em Am D7 Dm G7
1084	dataset/jazz1350/Embraceable You.xml	Embraceable You	Embraceable You [jazz1350]	major		326	A	3	C Ebdim Dm G7 Dm Fm C Gm C7
1085	dataset/jazz1350/Embraceable You.xml	Embraceable You	Embraceable You [jazz1350]	major		326	C	4	F Bm7b5 E7 Am Am F#m7b5 Fm Em A7 Dm7b5 G7 C Dm G7
1086	dataset/jazz1350/Emily.xml	Emily	Emily [jazz1350]	major		327	A	1	C Am Dm G7 C C7 F Bb7
1087	dataset/jazz1350/Emily.xml	Emily	Emily [jazz1350]	major		327	B	2	A F#m Bm E7 Am D7 Dm G7
1088	dataset/jazz1350/Emily.xml	Emily	Emily [jazz1350]	major		327	A	3	C Am Dm G7 C C7 F E7
1089	dataset/jazz1350/Emily.xml	Emily	Emily [jazz1350]	major		327	C	4	Am B7 Em A7 Dm G7 Em7b5 A7 F#m7b5 Fm Em A7 Dm G7 C G7
1090	dataset/jazz1350/End Of A Love Affair, The.xml	End Of A Love Affair, The	End Of A Love Affair, The [jazz1350]	major		328	A	1	Dm G7 C Cm F7 Bb Bbm Eb7 Bbm Eb7 Ab Dm G7 C
1091	dataset/jazz1350/End Of A Love Affair, The.xml	End Of A Love Affair, The	End Of A Love Affair, The [jazz1350]	major		328	A	2	Dm G7 C Cm F7 Bb Bbm Eb7 Bbm Eb7 Ab Dm G7 C
1092	dataset/jazz1350/End Of A Love Affair, The.xml	End Of A Love Affair, The	End Of A Love Affair, The [jazz1350]	major		328	B	3	Am D7 Am D7 Am D7 Am D7 G Em A7 Am D7 Dm G7
1093	dataset/jazz1350/End Of A Love Affair, The.xml	End Of A Love Affair, The	End Of A Love Affair, The [jazz1350]	major		328	A	4	Dm G7 C Cm F7 Bb Bbm Eb7 Bbm Eb7 Ab Dm G7 Gm C7
1094	dataset/jazz1350/End Of A Love Affair, The.xml	End Of A Love Affair, The	End Of A Love Affair, The [jazz1350]	major		328	C	5	F Fm Bb7 C Ebdim Dm C#dim Dm G7 C C
1095	dataset/jazz1350/Epilogue.xml	Epilogue	Epilogue [jazz1350]	major		329	A	1	C C Am Am F C G C E7 Am Am F Em Asus4 Asus4 F F Em C Em Am C E Asus4 Asus4
1096	dataset/jazz1350/Epistrophy.xml	Epistrophy	Epistrophy [jazz1350]	major		330	A	1	C7 C#7 C7 C#7 C7 C#7 C7 C#7 D7 Eb7 D7 Eb7 D7 Eb7 D7 Eb7
1097	dataset/jazz1350/Epistrophy.xml	Epistrophy	Epistrophy [jazz1350]	major		330	B	2	D7 Eb7 D7 Eb7 D7 Eb7 D7 Eb7 C7 C#7 C7 C#7 C7 C#7 C7 C#7
1098	dataset/jazz1350/Epistrophy.xml	Epistrophy	Epistrophy [jazz1350]	major		330	C	3	Fm Fm Fm Fm Bb7 Bb7 C7 C#7
1099	dataset/jazz1350/Epistrophy.xml	Epistrophy	Epistrophy [jazz1350]	major		330	B	4	D7 Eb7 D7 Eb7 D7 Eb7 D7 Eb7 C7 C#7 C7 C#7 C7 C#7 C7 C#7
1100	dataset/jazz1350/Equinox.xml	Equinox	Equinox [jazz1350]	minor		331	A	1	Am Am Am Am Dm Dm Am Am F7 E7 Am Am
1101	dataset/jazz1350/Eronel.xml	Eronel	Eronel [jazz1350]	major		332	A	1	C C Em A7 Ebm Ab7 Dm Fm Bb7 Dm C#7 C C#
1102	dataset/jazz1350/Eronel.xml	Eronel	Eronel [jazz1350]	major		332	A	2	C C Em A7 Ebm Ab7 Dm Fm Bb7 Dm C#7 C
1103	dataset/jazz1350/Eronel.xml	Eronel	Eronel [jazz1350]	major		332	B	3	Gm C7 F7 F7 Fm Bb7 Em Eb7 Ab C#7
1104	dataset/jazz1350/Eronel.xml	Eronel	Eronel [jazz1350]	major		332	A	4	C C Em A7 Ebm Ab7 Dm Fm Bb7 Dm C#7 C
1105	dataset/jazz1350/Estate.xml	Estate	Estate [jazz1350]	minor		333	A	1	Am Am Dm E7 Am Am Dm G7 C7sus4 C7 F F E7 E7
1106	dataset/jazz1350/Estate.xml	Estate	Estate [jazz1350]	minor		333	A	2	Am Am Dm E7 Am Am Dm G7 C7sus4 C7 F F E7 E7
1107	dataset/jazz1350/Estate.xml	Estate	Estate [jazz1350]	minor		333	B	3	A A Ebm7b5 Ab7 C#m F#7 Dm G7 C7sus4 C7 F F E7 E7
1108	dataset/jazz1350/Eternal Triangle.xml	Eternal Triangle	Eternal Triangle [jazz1350]	major		334	A	1	C Am Dm G7 Em A7 Dm G7 Gm C7 F7 Bb7 Em A7 Dm G7
1109	dataset/jazz1350/Eternal Triangle.xml	Eternal Triangle	Eternal Triangle [jazz1350]	major		334	A	2	C Am Dm G7 Em A7 Dm G7 Gm C7 F7 Bb7 Em A7 Dm G7 C
1110	dataset/jazz1350/Eternal Triangle.xml	Eternal Triangle	Eternal Triangle [jazz1350]	major		334	B	3	C#m F#7 Cm F7 Bm E7 Bbm Eb7 Am D7 Abm C#7
1111	dataset/jazz1350/Eternal Triangle.xml	Eternal Triangle	Eternal Triangle [jazz1350]	major		334	A	4	C Am Dm G7 Em A7 Dm G7 Gm Cm F7 Bb7 Em A7 Dm G7 C
1112	dataset/jazz1350/Ev'ry Time We Say Goodbye.xml	Ev'ry Time We Say Goodbye	Ev'ry Time We Say Goodbye [jazz1350]	major		335	A	1	C C C C7 F Fm Em A7 Dm G7 C F7 Em Am Abm Gm C7 Fm Bb7 Em Eb7 Dm G7 Gm C7 F Fm Bb7 Em A7 Eb7 Dm G7
1113	dataset/jazz1350/Ev'ry Time We Say Goodbye.xml	Ev'ry Time We Say Goodbye	Ev'ry Time We Say Goodbye [jazz1350]	major		335	B	2	C C C C7 F Fm Em A7 Dm G7 C F7 Em Am Abm Gm C7 F Bb7 Em Eb7 Dm G7 Gm C7 F Bb7 E7 A7 Dm G7 C C C C
1114	dataset/jazz1350/Everybody's Song But My Own.xml	Everybody's Song But My Own	Everybody's Song But My Own [jazz1350]	minor		336	A	1	Dm E7 Am Am F#m7b5 B7 B7 Em Ab
1115	dataset/jazz1350/Everybody's Song But My Own.xml	Everybody's Song But My Own	Everybody's Song But My Own [jazz1350]	minor		336	A	2	Dm E7 Am Am F#m7b5 B7 B7 Em Em C#m7b5 F#7
1116	dataset/jazz1350/Everybody's Song But My Own.xml	Everybody's Song But My Own	Everybody's Song But My Own [jazz1350]	minor		336	B	3	B E B E B Bbm7b5 Eb7 Abm Abm Fm7b5 Bb7 Eb Em D Ebm
1117	dataset/jazz1350/Everybody's Song But My Own.xml	Everybody's Song But My Own	Everybody's Song But My Own [jazz1350]	minor		336	A	4	Dm E7 Am C F#m7b5 B7 B7 Em G C#m7b5 F#7 Bm Bb Am Ebm Ab7
1118	dataset/jazz1350/Everybody's Song But My Own.xml	Everybody's Song But My Own	Everybody's Song But My Own [jazz1350]	minor		336	C	5	G Ab G Ab C# Cm
1119	dataset/jazz1350/Everything Happens To Me.xml	Everything Happens To Me	Everything Happens To Me [jazz1350]	major		337	A	1	Dm G7 Em Ebdim Dm G7 Em7b5 A7 Dm Fm Bb7 Em A7 Dm G7 Em A7
1120	dataset/jazz1350/Everything Happens To Me.xml	Everything Happens To Me	Everything Happens To Me [jazz1350]	major		337	A	2	Dm G7 Em Ebdim Dm G7 Em7b5 A7 Dm Fm Bb7 Em A7 Dm G7 C
1121	dataset/jazz1350/Everything Happens To Me.xml	Everything Happens To Me	Everything Happens To Me [jazz1350]	major		337	B	3	Gm C7 F Dm Gm C7 F F#m B7 E Am D7 Dm G7
1122	dataset/jazz1350/Everything Happens To Me.xml	Everything Happens To Me	Everything Happens To Me [jazz1350]	major		337	A	4	Dm G7 Em Ebdim Dm G7 Em7b5 A7 Dm Fm Bb7 Em A7 Dm G7 C
1123	dataset/jazz1350/Everything I Have Is Yours.xml	Everything I Have Is Yours	Everything I Have Is Yours [jazz1350]	major		338	A	1	C Ebm Ab7 Dm G7 Dm G7 C Ebm Ab7 Dm G7 Bm7b5 E7
1124	dataset/jazz1350/Everything I Have Is Yours.xml	Everything I Have Is Yours	Everything I Have Is Yours [jazz1350]	major		338	B	2	Am Am Am D7 Em A7 Am D7 Dm G7
1125	dataset/jazz1350/Everything I Have Is Yours.xml	Everything I Have Is Yours	Everything I Have Is Yours [jazz1350]	major		338	A	3	C Ebm Ab7 Dm G7 Dm G7 C Gm C7 F Bm7b5 E7
1126	dataset/jazz1350/Everything I Have Is Yours.xml	Everything I Have Is Yours	Everything I Have Is Yours [jazz1350]	major		338	C	4	Am Am Am D7 Fm C Ebm Ab7 Dm G7 C Dm G7
1127	dataset/jazz1350/Everything I Love.xml	Everything I Love	Everything I Love [jazz1350]	major		339	A	1	C F#7 F Em A7 Dm G7 Em A7 Dm G7 C Eb7 Dm Em A7 Fm Bb7 Eb Dm G7
1128	dataset/jazz1350/Everything I Love.xml	Everything I Love	Everything I Love [jazz1350]	major		339	B	2	C F#7 F Em A7 F#m7b5 B7 E7 E7 Am Abm Gm C7 F A7 Dm Ebdim Em A7 Dm G7 C C
1129	dataset/jazz1350/Everything I've Got Belongs To You.xml	Everything I've Got Belongs To You	Everything I've Got Belongs To You [jazz1350]	major		340	A	1	C C C C Cm Cm Cm Cm D7 D7 G G7 C G7 C G7
1130	dataset/jazz1350/Everything I've Got Belongs To You.xml	Everything I've Got Belongs To You	Everything I've Got Belongs To You [jazz1350]	major		340	A	2	C C C C Cm Cm Cm Cm D7 D7 G G7 C G7 C C
1131	dataset/jazz1350/Everything I've Got Belongs To You.xml	Everything I've Got Belongs To You	Everything I've Got Belongs To You [jazz1350]	major		340	B	3	Ab Eb7 Ab Eb7 Ab C B7 Em G7
1132	dataset/jazz1350/Everything I've Got Belongs To You.xml	Everything I've Got Belongs To You	Everything I've Got Belongs To You [jazz1350]	major		340	C	4	C C C C Cm Cm Cm Cm D7 D7 G G7 C G7 C C
1133	dataset/jazz1350/Evidence.xml	Evidence	Evidence [jazz1350]	major		341	A	1	C Em A7 Dm G7 F#7 Fm Bb7 Dm D7
1134	dataset/jazz1350/Evidence.xml	Evidence	Evidence [jazz1350]	major		341	A	2	C Em A7 Dm G7 F#7 Fm Bb7 Dm D7
1135	dataset/jazz1350/Evidence.xml	Evidence	Evidence [jazz1350]	major		341	B	3	Gm C7 F Bb7 Am E7 D7 G7
1136	dataset/jazz1350/Evidence.xml	Evidence	Evidence [jazz1350]	major		341	A	4	C Em A7 Dm G7 F#7 Fm Bb7 Dm D7
1137	dataset/jazz1350/Exactly Like You.xml	Exactly Like You	Exactly Like You [jazz1350]	major		342	A	1	C C D7 D7 G7 G7 C Dm G7
1138	dataset/jazz1350/Exactly Like You.xml	Exactly Like You	Exactly Like You [jazz1350]	major		342	A	2	C C D7 D7 G7 G7 C C7
1139	dataset/jazz1350/Exactly Like You.xml	Exactly Like You	Exactly Like You [jazz1350]	major		342	B	3	F Bb7 C Am Dm Fm G7 Em Ebdim Dm G7
1140	dataset/jazz1350/Exactly Like You.xml	Exactly Like You	Exactly Like You [jazz1350]	major		342	A	4	C C D7 D7 G7 G7 C Dm G7
